;str_name;STR_ESID;snb_erlaeuterung;STN_LABEL;instance
50425;Rudolf-Hägi-Strasse;10166115;Hans-Rudolf Hägi (1723- ca. 1808) von Hirzel: war wie Jakob Gujer (Kleinjogg) ein Musterbauer im späten 18. Jahrhundert.;Rudolf-Hägi-Strasse;
50427;Trichtisalweg;10249313;Flurname aus dem 19. Jahrhundert, ursprünglich «Richtishol» (1529, 1801) und «Richtisahl» (nach 1801), abgeleitet vom benachbarten Trichtenhausen. Hol bedeutet Mulde, Vertiefung. Richti o. Ä. ist vermutlich der Name eines früheren Besitzers.;Trichtisalweg;
50429;Gimpelweg;10249106;Tiername, Vogelart aus der Familie der Finken.;Gimpelweg;
50430;Vorhaldenstrasse;10109037;Grundstücke am Fuss oder vor der Halde, des Rebhanges unterhalb der Kirche.;Vorhaldenstrasse;
50433;Buschbergsteig;10249378;Flurname: Waldstück mit starkem Unterholz und Gebüschen.;Buschbergsteig;
50434;Spielwiesenstrasse;10058811;Strasse zum Sportplatz des Schulhauses Liguster.;Spielwiesenstrasse;
50435;Pestalozzianlage;10249430;Johann Heinrich Pestalozzi (1746-1827): Aus Zürich stammender Schriftsteller («Lienhard und Gertrud»), Erzieher und Reformer des Schulunterrichts. Die Anlage ist nach seinem dort aufgestellten Denkmal benannt.;Pestalozzianlage;
50436;Himmelsleiterli;10249339;Frei gewählter Name.;Himmelsleiterli;
50438;Kügeliloostrasse;10006715;«Loh», d. h. Wäldchen, eines Eigentümers namens Kügeli, einer Familie, die im 15. Jahrhundert in Seebach nachgewiesen ist.;Kügeliloostrasse;
50439;Zürichholzstrasse;10051831;Der Name erinnert an ein kleines Wäldchen beim Allenmoss, das auch «Oerliker Hölzli» genannt wurde.;Zürichholzstrasse;
50440;Tobelsteig;10105209;Weg im Holderbachtobel.;Tobelsteig;
50442;Nordsteig;10249213;Verbindung vom Drahtschmidli, heute Jugendkulturhaus Dynamo, an die Nordstrasse.;Nordsteig;
50444;Reishauerstrasse;10058779;Die Strasse wurde zur Erinnerung an die 1814 gegründete Firma Reishauer-Werkzeuge AG benannt, die hier bis 1977 ihren Firmensitz hatte. Der heutige Firmensitz befindet sich in Wallisellen, Industriestrasse 36.;Reishauerstrasse;
50445;Künstlergasse;10006637;Gasse, die zum ehemaligen, im Jahr 1911 wegen des Baus der Universität beseitigten «Künstlergütli» führte. Das Haus, ein Landgut des 18. Jahrhunderts, war von 1813 bis 1910 Sitz der Zürcher Kunstgesellschaft und damit des Kunstmuseums. Die Gasse selbst entstand im Zusammenhang mit dem Bau der Schanzen und Bastionen im 17. Jahrhundert und hiess bis um 1850 Halseisen, weil sich bei ihrem unteren Eingang im 15. Jahrhundert ein Pranger mit einer Fessel für den Hals (Halseisen) befand.;Künstlergasse;
50446;Konrad-Ilg-Strasse;10109036;Konrad Ilg (1877-1954): Schlosser, Gewerkschafter und sozialdemokratischer Nationalrat 1918-1919 und 1922-1947. Ilg war als Zentralpräsdient der Gewerkschaft Schweizerischer Metall- und Uhrenarbeiterverband SMUV einer der Mitinitiatoren des Friedenabkommens in der Schweizerischen Metallindustrie vom 19. Juli 1937.;Konrad-Ilg-Strasse;
50447;Hinterhagenweg;10249343;Weg hinter einer Hecke.;Hinterhagenweg;
50448;Limmattalstrasse;10111556;Rechtsufrige Landstrasse ins Limmattal. Der Flussname Limmat geht wohl auf die Kelten zurück und könnte etwa Ebene am Wasser, sumpfige Ebene, Seefeld bedeuten.;Limmattalstrasse;
50451;Altstetterstrasse;10009714;Altstetten, heute Quartier Altstetten, 1249 «Altstettin superiori» bzw. «in villa Altstetin inferiori», bezeichnet nach alten, d. h. römischen Hofstätten.;Altstetterstrasse;
50452;Im Hagacker;10167446;Flurname: Acker entlang eines natürlich gebildeten Hages («Lebhag»). Der schweizerdeutsche Mundartausdruck Hag steht für Zaun.;Im Hagacker;
50453;Riedhoferrain;10004237;Weg aus dem Frankentalerstrasse in den Riedhof. Ried dürfte hier für ein gerodetes Waldstück stehen, kann aber auch feuchter Boden oder Weideland bedeuten, das bepflanzt worden ist.;Riedhoferrain;
50455;Brandschenkestrasse;10085865;Strasse zu dem bereits im 15. Jahrhundert bestehenden Landgut, genannt «das Brentschinck», das auf einen ebensolchen Familiennamen zurückgeht. Später, so bereits um 1500, wurde der Name in «Brandschenke» umgedeutet. Vielleicht geht der Familienname auf einen Übernamen für einen Mann zurück, der an einem Schenkel ein Brandmal trug. Das ausgedehnte Brandschenkeareal bestand noch im 19. Jahrhundert aus vier Wohnhäusern und grossen Gartenanlagen, die schliesslich 1873 überbaut wurden.;Brandschenkestrasse;
50456;Ligusterstrasse;10098527;Strauchname.;Ligusterstrasse;
50458;Bleulerstrasse;10190086;Hans Konrad Bleuler im «Neuenhof» (1808-1886): Landwirt am Mühlebach und Gemeindepräsident von Riesbach 1838-1843 und 1847-1861. Bleuler verfasst die Chronik der Kirchgemeinde Neumünster von 1889.;Bleulerstrasse;
50460;Drehergasse;10007198;Reverenz an die beiden Drechlser- oder Drehermeister Friedrich Pfenninger (1844-1922), Drehergasse 4, und Johann Steinemann (1809-1894), Drehergasse 5, die dort ihr Handwerk betrieben.;Drehergasse;
50461;Hirschwiesenstrasse;10054908;Flurname für eine Wiese, auf der zuweilen Hirsche erschienen.;Hirschwiesenstrasse;
50463;Strickhofstrasse;10004649;Ein Strick ist ein Weg oder Pfad. Die Bezeichnung dieses ehemals dem Spital zugehörigen Bauerngutes leitet sich denn auch ab von seiner Lage gleich unterhalb der ehemaligen Landstrasse nach Winterthur, der oberen Strasse. Von 1852 bis 1976 befand sich hier die kantonale Landwirtschaftsschule, die umgangssprachlich auch einfach der Strickhof genannt wurde.;Strickhofstrasse;
50464;Hurdäckerweg;10159465;Oberster Abschnitt des Gubristweges von Im oberen Boden bis zum Waldrand, benannt nach Äckern, die mit einem Zaun aus geflochtenen Ruten geschützt waren.;Hurdäckerweg;
50466;Krönleinstrasse;10003997;Rudolf Ulrich Krönein (1847-1910): Professor für Chirurgie und Rektor der Universität Zürich. Krönlein war 1878 ausserordentlicher und ab 1881 ordentlicher Professor an der Universität Zürich und Direktor der Chirurgischen Klinik und Poliklinik am Kantonsspital. 1883 war er Mitbegründer des Schwesternhauses vom Roten Kreuz in Zürich und 1886-1888 Rektor der Universität Zürich. Krönlein gilt als Pionier der Lungenresektion und der Appendektomie sowie der Magen-, Schilddrüsen- und Hirnchirurgie.;Krönleinstrasse;
50467;Rehgässchen;10249494;"Gässchen, das beim Haus zum Rech, Neumarkt 4, in den Neumarkt führt. Die Bezeichnung «Rech» für Reh war bis ins 17. Jahrhundert geläufig; das Haus zum Rech wurde im 15. Jahrhundert zum Rechbock genannt. Das Haus trägt somit den mittelalterlichen Namen, während um 1880 für die Gasse die neue Form Reh gewählt wurde. Die Gasse selbst entstand erst damals, zuvor war sie das Bachbett des noch nicht eingedolten Wolfbachs, der von Hottingen herkommend unter der Altstadt hindurch in die Limmat fliesst.";Rehgässchen;
50468;Köschenrütistrasse;10081727;Die Köschenrüti in Zürich-Seebach gehörte zu den Erblehenshöfen der Fraumünsterabtei. Den Namen erhielt die Köschenrüti von Schneider Hans Kösch, Vater und Sohn, die seit 1473 das «guot in der Rüti» (gerodetes Grundstück) bewirtschafteten. Nach dem 1512 erfolgten Verkauf wird das Gut des «Schniders Rüty» (1515), des «Köschen Lätten» (1521) und 1564 erstmals des «Köschen Rüty» genannt.;Köschenrütistrasse;
50470;Neeserweg;10056008;Altes Altstetter Geschlecht, das seit etwa 1500 hier erwähnt wird.;Neeserweg;
50471;Unterer Pfaffhauserweg;10249283;Unterer Weg nach dem Ortsteil Pfaffhausen der Gemeinde Fällanden.;Unterer Pfaffhauserweg;
50472;Leonhardshalde;10058750;Benannt nach der 1240 erstmals erwähnten, unmittelbar vor der Stadt (Hohe Farb, später Hochfarbstrasse 10, nordwestlich des heutigen Central) gelegenen St. Leonhardskapelle. Im Alten Zürichkrieg 1443 von den Zürchern abgebrochen, wurde die Kapelle 1448 wieder errichtet und eingeweiht. Im Laufe der 1890er Jahre erfolgte der endgültige Abbruch.;Leonhardshalde;
50473;Hausäcker;10118215;Flurname: Äcker in nächster Hausnähe im Gegensatz zur Ackerflur in den Zelgen.;Hausäcker;
50474;Triemlifussweg;10249317;Der seit dem 18. Jahrhundert verwendete Flurname «Triemli» ist vom im 15 und 16. Jahrhundert nachgewiesenen «Trüebenbach» und späteren «Trüembach» sowie «Trimbach», «Trüemlibach», «Trüemli» u. a. abgeleitet. Die Namengebung verweist vielleicht auf einen früheren Grundeigentümer Trüb, Trübli o. Ä.;Triemlifussweg;
50475;Hedwigsteig;10109016;Hedwig Strehler (1907-1992): Lehrerin und Historikerin. Erste weibliche Rektorin an der Zürcher Töchterschule (1946). Hedwig Strehler machte 1927 zunächst das Lehrdiplom an der Höheren Töchterschule Hohe Promenade und arbeitete dann zwei Jahre als Hauslehrerin in Kyoto (Japan). Nach ihrer Rückkehr nach Zürich begann sie ein Geschichtsstudium, das sie 1933 mit der Doktorwürde abschloss. 1934 erlangte sie das Diplom für das höhere Lehramt. 1946 wurde die Zürcher Historikerin und Lehrerin als erste Frau zur Rektorin der Töchterschule der Stadt Zürich (Abt. III) gewählt. Sie galt als unkonventionelle, offene und begeisterungsfähige Führungsperson und förderte insbesondere die Anstellung von Frauen im Lehrkörper ihrer Schule. Unter ihrer Ägide wurde die Planung zur Zusammenfassung der in der ganzen Altstadt verteilten Frauenbildungsschule mit Kindergärtnerinnen- und Hortnerinnenseminar in einem Neubau auf dem Bodmergut in Riesbach ausgeführt (Neubau 1973). 1966 trat sie aus gesundheitlichen Gründen als Rektorin zurück, blieb aber bis 1973 als Lehrerin an der Schule. 1975 entschied sich das Stimmvolk, die Schule der Zürcher Kantonsschule anzugliedern.;Hedwigsteig;
50476;Elsässergasse;10006627;Benannt nach dem 1897 abgetragenen ehemaligen Wirtshaus zum Elsässer, Elsässergasse 2. Von 1399 bis 1598 behielt sich der Zürcher Rat das Recht vor, allein fremden Wein, zu dem vor allem solcher aus dem Elsass gehörte, auszuschenken. Zu diesem Zweck erwarb er sich das Haus, das später zum Elsässer genannt wurde und das spätestens ab 1527 auch der Gasse den Namen gab. Wegen seiner zahlreichen Weinschenken hiess diese zuvor Weingasse.;Elsässergasse;
50477;Oerlikonerstrasse;10178695;Bereits um 1850 führten zwei Strassen vom Milchbuck nach Oerlikon, die alte und die neue Oerlikonerstrasse. Im Jahr 1907 wurden die Neue Oerlikonerstrasse zur Fortsetzung der Schaffhauserstrasse und die Alte Oerlikonerstrasse in Oerlikonerstrasse umbenannt. Die Vorortsgemeinde Oerlikon wurde 1934 eingemeindet. Oerlikon leitet sich von der Ortsangabe «bei den Höfen der Leute des Orilo» ab. Orilo ist ein alemannischer Personenname.;Oerlikonerstrasse;
50478;Ulrichstrasse;10086022;Männlicher Vorname.;Ulrichstrasse;
50479;Binderweg;10006701;Gottfried Binder (1872-1934): Letzter Gemeindepräsident von Affoltern von 1919 bis 1933.;Binderweg;
50480;Kühgasse;10249481;Ein früher eingehegter Viehweg, der zu den Weiden führte. Im Zehntenplan von Jakob Feer (1788) als «Die Küh Gass Äker» bezeichnet.;Kühgasse;
50484;Bauhallengasse;10006328;Strasse in Aussersihl, die beim 1878 errichteten und 1968 abgetragenen Wohnhaus zur Bauhalle an der Langstrasse 19 begann. Bauherr und Besitzer war 1883 der Baumeister Albert Egolf in Zürich.;Bauhallengasse;
50485;Ottikerstrasse;10058774;Benannt nach dem Landwirt Johann August Ottiker-Walder (1842-1892), von Oberstrass, dem Besitzer des abgetragenen Ottikergutes oder Landgutes Tobel, das zwischen Scheuchzer- und Riedtlistrasse lag.;Ottikerstrasse;
50486;Kappelergasse;10119863;Gasse, die von der Limmat zur Bahnhofstrasse führt, wo sich bis zu seinem Abbruch 1878 der Kappelerhof als Teil der alten Ringmauer befand. Die Gasse wird erstmals in einer Urkunde des Jahres 1438 unter diesem Namen erwähnt. Der Kappelerhof war seit dem Jahr 1270 das Amtsgebäude des Klosters Kappel am Albis in Zürich. Nach der Reformation diente der Hof vom 16. bis 18. Jahrhundert dem Kappeler Amtmann zur Verwaltung des nunmehr in staatlichen Besitz übergegangenen Klostergutes. Von 1834 bis 1859 beherbergte er Teile der Bezirks- und der Stadtverwaltung.;Kappelergasse;
50488;Ballonstrasse;10074817;Die Ballonstrasse in der Stadt Zürich ist die Verlängerung der auf Gemeindegebiet von Schlieren liegenden Ballonstrasse. Der Name erinnert an die Ballonflüge, die oft beim städtischen Gaswerk in Schlieren gestartet wurden, von wo das Gas bezogen wurde.;Ballonstrasse;
50490;Huberwiesenstrasse;10249392;Heute wieder aufgeforstete Wiese, die einem Huber gehörte, einem zinspflichtigen Inhaber und Bebauer eines Lehensgutes.;Huberwiesenstrasse;
50491;Wallisellenstrasse;10081709;Strasse nach Wallisellen.;Wallisellenstrasse;
50493;Norastrasse;10054821;Weiblicher Vorname. Ursprünglich hatte der damalige Hauptanstösser, die Autobestandteil-Fabrik Junker & Ferber, vorgeschlagen, die Strasse nach ihrem vormaligen Firmennamen Nova-Werke AG mit «Novastrasse» zu benennen. Der Stadtrat fand es aber nicht angebracht, die Strasse nach eine Firma zu benennen, und wählte  kurzerhand die ähnliche Bezeichnung «Norastrasse».;Norastrasse;
50494;In der Wässeri;10009727;Flurname, d. h. künstlich bewässerte Wiese.;In der Wässeri;
50495;Kieselgasse;10007212;Im Jahr 1878 erstellte Privatstrasse in Riesbach, die zunächst Steingasse hiess. Um eine Verwechslung mit der gleichnamigen Strasse in Wiedikon auszuschliessen, erfolgte 1892 die Umbenennung, und es wurde aus dem grösseren «Stein» der kleinere «Kiesel(stein)». Der «Stein» im Strassennamen steht vielleicht für das Geschiebe, das der nahe Hornbach stets mit sich führte.;Kieselgasse;
50496;Kopfweidenweg;10249050;Eine Kopfweide ist eine Weide, deren Stamm als Jungbaum eingekürzt wurde und deren Zweige in der Folge regelmässig beschnitten werden. Diese Weidenruten wurden von der Broncezeit bis Mitte des 20. Jahrhunderts zum Binden und Flechten genutzt.;Kopfweidenweg;
50497;Wettingerwies;10004831;Wiese am nordöstlichen Hang der Hohen Promenade, früher Geissberg genannt. Die Wettingerwies gehörte von 1469 bis zum Bau der barocken Schanzen dem Kloster Wettingen und wurde dann in die Fortifikationsanlagen einbezogen.;Wettingerwies;
50498;Mittelwaldstrasse;10202918;Waldstück auf dem Hönggerberg. Ein Mittelwald besteht aus dem Niederwald, der nach fünf bis 30 Jahren Umtriebszeit dicht über dem Boden abgeschlagen wird, und dem Hochwald mit einer Umtriebszeit von 80 bis 120 Jahren. Der Mittelwald ist eine seit dem Spätmittelalter nachweisbare forstwirtschaftliche Betriebsart.;Mittelwaldstrasse;
50500;Lureiweg;10007215;Alte Ortsgegend und Häusergruppe in Riesbach. Der Name Lurei oder Laurey rührt von der Familie der Lur oder Laur her, die in Riesbach spätestens ab dem 16. Jahrhundert ansässig war. Als ein Lur wurde ein Schlaukopf und Schelm bezeichnet, einer der anderen auflauert. Vielleicht steht der Familienname ursprünglich damit in Zusammenhang.;Lureiweg;
50501;Kettberg;10006079;Flurname «Kett», d. h. Zulauf zum Wasserrad oder das Radhaus selbst. Übertragen steht der Begriff auch allgemein für eine Wasserleitung.;Kettberg;
50502;Riesbachstrasse;10004280;Der Riesbach, ursprünglich «Ried(e)sbach», entspringt dem Ried bei Zollikon und gab der Gemeinde Riesbach den Namen.;Riesbachstrasse;
50503;Dammsteg;10249314;Beim Damm handelt es sich um den Bahndamm für die Strecke von Zürich über den Bahntunnel Wipkingen-Oerlikon nach Winterthur. Er wurde 1853-1856 im Industriequartier und in Wipkingen aufgeschüttet und mit der Eisenbahnbrücke über die Limmat verbunden. Das Teilstück zwischen der Langstrasse und der Limmmatstrasse ist in den 1890er Jahren durch den weiter ausholenden Wipkingerviadukt ersetzt worden. Der Dammsteg ist eine Fussgängerbrücke, die unterhalb der Eisenbahnbrücke Wipkingen mit dem Industriequartier verbindet.;Dammsteg;
50504;Allenmoosstrasse;10054609;Der Flurname lautete ursprünglich «Salenmoos» und bezeichnete ein Moos, also feuchtes, sumpfiges Land, auf dem Sal-Weiden wuchsen. Irrtümlich wurde dieser Name dann statt als «Salenmoos» als «das Alenmos» aufgefasst, der Anlaut S also als Artikel (da)s verstanden und abgetrennt.;Allenmoosstrasse;
50505;Gstalderweg;10249144;Flurname, der sich von «Stalde» herleitet. Bedeutet steiler Weg, der nur mit Mühe überwunden werden kann, Abhang, Halde oder abschüssige Strasse.;Gstalderweg;
50507;Sagentobelbachweg;10249101;Weg entlang dem Sagentobelbach, der aus dem Adlisberg nach Dübendorf und dort in die Glatt fliesst. Der Name des Baches leitet sich von einer Sägerei her, die im Besitze des Klosters Zürichberg war und sich hinter dem Tobelhof befunden hat.;Sagentobelbachweg;
50509;Buhnrain;10059054;Der Flurname «Buhn» dürfte sich ableiten von einem oberen Boden in einem Gebäude, wie er im Begriff der Heubühne noch vorkommt, und bezeichnet einen höher gelegenen Ort.;Buhnrain;
50511;Meret-Oppenheim-Weg;10249214;"Meret Oppenheim (1913-1985): Malerin, Zeichnerin, Grafikerin und Objektkünstlerin. Wirkte 1932-1937 in Paris im Kreis um André Breton. 1936 fertigte Oppenheim die mit Pelz überzogene Tasse «Déjeuner en fourrure», die vom Museum of Modern Art in New York gekauft wurde und sie als Vertreterin des internationalen Surrealismus schlagartig bekannt machte. Ab 1933 entstanden Aktfotografien von Man Ray. 1937 kehrte sie nach Basel zurück, besuchte die Gewerbeschule, schloss Freundschaft mit Walter Kurt Wiemken und wurde Mitglied der Gruppe 33. 1948 zog Meret Oppenheim nach Bern, arbeitete aber oft in ihrem Ferienhaus in Carona (heute Stadtquartier von Lugano TI), das sie später künstlerisch ausgestaltete. Ab 1972 arbeitete sie auch im eigenen Atelier in Paris.
1967 begann ihre internationale Ausstellungstätigkeit mit der Retrospektive im Moderna Museet Stockholm, 1974-1975 stellte sie in Solothurn, Winterthur und Duisburg aus sowie 1982 an der Documenta 7 in Kassel. 1983 folgten heftige öffentliche Diskussionen über den von ihr gestalteten Brunnen in Bern. Ab 1928 war Oppenheim auch als Dichterin tätig. 1974 Kunstpreis der Stadt Basel, 1982 Grosser Preis der Stadt Berlin.";Meret-Oppenheim-Weg;
