;STR_ESID;SPACY_DE;SPACY_DE_LEMMA;SPACY_DE_ENT;SPACY_FR;SPACY_FR_LEMMA;SPACY_FR_ENT;STN_LABEL_x;DIC_Lebewesen;DIC_Ortschaft;DIC_Berufe;DIC_Gewässer;DIC_Berg;DIC_Siedlung;DIC_Religion;DIC_Natur;wikiQLabel;wikiQ;sex_x;birth;death;placebirth;placedeath;image;classif;qid;instanceLabel;dateBirth;pic;sex_y;instance_x;STN_LABEL_y;STN_LABEL_FINAL;str_name;snb_erlaeuterung;STN_LABEL;instance_y;instance
59982;10104664;Pecheurs;Pecheurs;;Pecheurs;Pecheurs;;Chemin des Pêcheurs;;;pecheur;;;;;;;;;;;;;;Beruf;Q331432;Q28640;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Fisherman%20and%20his%20catch%20Seychelles.jpg;;Beruf;Chemin des Pêcheurs;Pecheurs;;;;;Beruf
59985;10034206;Canal;Canal;;Canal;Canal;;Chemin du Canal;Cana;;;;;canal;;;;;;;;;;;Siedlung;Q12284;Q1428660;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Canal%20du%20midi%20toulouse.jpg;;Gewässer;Chemin du Canal;Canal;;;;;Gewässer
59992;10130553;Amsel;Amsel;;Amsel;Amsel;;Amselweg;Amsel;;;;;;;;;;;;;;;;Lebewesen;Q25234;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Amselm%C3%A4nnchen%20der%20Unterart%20T.%20m.%20azorensis%20auf%20Terceira.jpg;;Lebewesen;Amselweg;Amsel;;;;;Lebewesen
60014;10102648;Jupiter;Jupiter;;Jupiter;jupiter;;Jupiterstrasse;;;;;;;;;;;;;;;;;Andere;Q4649;Q1589492;9999;http://commons.wikimedia.org/wiki/Special:FilePath/0%20Jupiter%20-%20Louvre%20MR%20254%20-%20Louvre-Lens%20%282%29.JPG;male;Religion;Jupiterstrasse;Jupiter;;;;;Religion
60113;10057898;Dietler;Dietler;;Dietler;dietler;;Dietlerstrasse;;;;;;;;;;;;;;;;;Andere;Q1574955;Q5;1839-10-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/ETH-BIB-Dietler%2C%20Hermann%20%281839-1924%29-Portrait-Portr%2003555-A.tif%20%28cropped%29.jpg;male;Person;Dietlerstrasse;Dietler;;;;;Person
60139;10006813;Friedli;Friedli;;Friedli;Friedli;;Friedlistrasse;;;;;;;;;;;;;;;;;Andere;Q1334653;Q5;1846-12-14T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Rudolf%20M%C3%BCnger.JPG;male;Person;Friedlistrasse;Friedli;;;;;Person
60169;10014069;Flieder;Flieder;;Flieder;Flieder;;Fliederweg;Flieder;;;;;;;;;;;;;;;;Lebewesen;Q157449;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Stockholm-lilac.jpg;;Lebewesen;Fliederweg;Flieder;;;;;Lebewesen
60173;10008256;Ziegler;Ziegler;;Ziegler;Ziegler;;Zieglerstrasse;;;Ziegler;;;;;;http://www.wikidata.org/entity/Q104381979;Ziegler;männlich;;;;;;Person;Q1504124;Q5;1807-11-14T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Funck77%200002.jpg;male;Person;Zieglerstrasse;Ziegler;;;;;Person
60174;10000244;Hasel;Hasel;;Hasel;Hasel;LOC;Haselweg;Hase;;;;;;;;;;;;;;;;Lebewesen;Q578307;Q2095;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Corylus%20avellana.jpg;;Andere;Haselweg;Hasel;;;;;Andere
60268;10186141;Drossel;Drossel;;Drossel;Drossel;;Drosselweg;Drossel;;;;;;;;;;;;;;;;Lebewesen;Q26050;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Turdus%20viscivorus%20Brych%20y%20coed.jpg;;Lebewesen;Drosselweg;Drossel;;;;;Lebewesen
60313;10015369;Alpen;Alpen;LOC;Alpen;Alpen;;Alpenstrasse;;;;;alpen;;;;;;;;;;;;Berg;Q1286;Q46831;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Mont%20Blanc%20oct%202004.JPG;;Berg;Alpenstrasse;Alpen;;;;;Berg
60314;10004787;Nelken;Nelke;;Nelken;Nelken;;Nelkenweg;Nelke;;;;;;;;;;;;;;;;Lebewesen;Q156099;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Dianthus%20plumarius0.jpg;;Lebewesen;Nelkenweg;Nelken;;;;;Lebewesen
60340;10113477;Zähringer;Zähringer;;Zähringer;Zähringer;;Zähringerstrasse;;;;;;;;;;;;;;;;;Andere;Q690990;Q5;1160-01-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Berthold%20V.jpg;male;Person;Zähringerstrasse;Zähringer;;;;;Person
60371;10008149;Gotthelf;Gotthelf;;Gotthelf;Gotthelf;;Gotthelfweg;;;;;;;;;;;;;;;;;Andere;Q122358;Q5;1797-10-04T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/JeremiasGotthelf.jpg;male;Person;Gotthelfweg;Gotthelf;;;;;Person
60372;10008958;Effinger;Effinger;;Effinger;Effinger;;Effingerstrasse;;;;;;;;;;;;;;;;;Andere;Q1296211;Q8436;9999;kein;;Person;Effingerstrasse;Effinger;;;;;Person
60379;10006103;Rosen;Rose;;Rosen;Rosen;;Rosenweg;Rose;;;;;;;;;;;;;;;;Lebewesen;Q34687;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Rosa%20pendulina.jpg;;Lebewesen;Rosenweg;Rosen;;;;;Lebewesen
60412;10009285;Wild;Wild;;Wild;Wild;;Wildstrasse;;;;;;;;;http://www.wikidata.org/entity/Q95123943;Wild;;;;;;;Person;Q116307;Q5;1833-12-17T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Heinrich%20Wild.jpg;male;Person;Wildstrasse;Wild;;;;;Person
60428;10123168;Gotthelf;Gotthelf;;Gotthelf;Gotthelf;;Gotthelfstrasse;;;;;;;;;;;;;;;;;Andere;Q122358;Q5;1797-10-04T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/JeremiasGotthelf.jpg;male;Person;Gotthelfstrasse;Gotthelf;;;;;Person
60431;10007324;Alpen;Alpen;LOC;Alpen;Alpen;;Alpenstrasse;;;;;alpen;;;;;;;;;;;;Berg;Q1286;Q46831;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Mont%20Blanc%20oct%202004.JPG;;Berg;Alpenstrasse;Alpen;;;;;Berg
60492;10067091;Tulpen;tulpen;;Tulpen;tulpen;;Tulpenweg;Tulpe;;;;;;;;;;;;;;;;Lebewesen;Q93201;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Tulipa%20suaveolens%20floriade%20to%20Canberra.jpg;;Lebewesen;Tulpenweg;Tulpen;;;;;Lebewesen
60494;10175952;May;May;;May;may;;Mayweg;;;;;;;;;http://www.wikidata.org/entity/Q1398749;May;männlich;-1500-01-01T00:00:00Z;;;;;Person;Q1914347;Q13417114;9999;kein;;Person;Mayweg;May;;;;;Person
60511;10054913;Dietler;Dietler;;Dietler;dietler;;Dietlerstrasse;;;;;;;;;;;;;;;;;Andere;Q1574955;Q5;1839-10-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/ETH-BIB-Dietler%2C%20Hermann%20%281839-1924%29-Portrait-Portr%2003555-A.tif%20%28cropped%29.jpg;male;Person;Dietlerstrasse;Dietler;;;;;Person
60522;10008020;Gertrud Woker;Woker;PER;Gertrud Woker;Woker;PER;Gertrud-Woker-Strasse;;;;;;;;;http://www.wikidata.org/entity/Q1515713;Gertrud Woker;weiblich;1878-12-16T00:00:00Z;1968-09-13T00:00:00Z;http://www.wikidata.org/entity/Q70;http://www.wikidata.org/entity/Q685089;;Person;Q1515713;Q5;1878-12-16T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Woker%20Gertrud%20ca%201911.jpg;female;Person;Gertrud-Woker-Strasse;Gertrud Woker;;;;;Person
60545;10046152;Einstein;Einstein;;Einstein;Einstein;;Einsteinstrasse;;;;;;;;;;;;;;;;;Andere;Q937;Q5;1879-03-14T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Albert%20Einstein%20Head.jpg;male;Person;Einsteinstrasse;Einstein;;;;;Person
60566;10007923;König;König;;König;König;;Königweg;;;König;;;;;;http://www.wikidata.org/entity/Q61740378;König;männlich;;;;;;Person;Q1448404;Q5;1765-04-06T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Selbstbildnis%20Franz%20Niklaus%20Koenig.jpg;male;Person;Königweg;König;;;;;Person
60626;10062376;Mittelholzer;Mittelholzer;;Mittelholzer;Mittelholzer;;Mittelholzerstrasse;;;;;;;;holz;;;;;;;;;Natur;Q562310;Q5;1894-04-02T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Walter%20Mittelholzer%20with%20Swiss%20H%C3%A4feli%20DH-3%20biplane.jpg;male;Person;Mittelholzerstrasse;Mittelholzer;;;;;Person
60651;10220749;Amsel;Amsel;;Amsel;Amsel;;Amselweg;Amsel;;;;;;;;;;;;;;;;Lebewesen;Q25234;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Amselm%C3%A4nnchen%20der%20Unterart%20T.%20m.%20azorensis%20auf%20Terceira.jpg;;Lebewesen;Amselweg;Amsel;;;;;Lebewesen
60657;10088941;Lilien;Lilie;;Lilien;Lilien;;Lilienweg;Lilie;;;;;;;;;;;;;;;;Lebewesen;Q5194627;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Lilium%20michiganense%202.jpg;;Lebewesen;Lilienweg;Lilien;;;;;Lebewesen
60672;10240712;Büren;Büren;;Büren;Büren;LOC;Bürenstrasse;;Büren;;;;;;;;;;;;;;;Ortschaft;Q14548776;Q8436;9999;kein;;Person;Bürenstrasse;Büren;;;;;Person
60682;10067038;Erlach;Erlach;;Erlach;Erlach;;Erlachstrasse;;Erlach;;;;;;;;;;;;;;;Ortschaft;Q123886;Q5;1299-01-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Erlach-Denkmal.JPG;male;Person;Erlachstrasse;Erlach;;;;;Person
60711;10057897;Diesbach;Diesbach;;Diesbach;Diesbach;LOC;Diesbachstrasse;;Diesbach;;bach$;;;;;;;;;;;;;Gewässer;Q1221347;Q13417114;9999;kein;;Person;Diesbachstrasse;Diesbach;;;;;Person
60738;10012989;Hasel;Hasel;;Hasel;Hasel;LOC;Haselweg;Hase;;;;;;;;;;;;;;;;Lebewesen;Q578307;Q2095;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Corylus%20avellana.jpg;;Andere;Haselweg;Hasel;;;;;Andere
60743;10008013;Erlach;Erlach;;Erlach;Erlach;;Erlachstrasse;;Erlach;;;;;;;;;;;;;;;Ortschaft;Q123886;Q5;1299-01-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Erlach-Denkmal.JPG;male;Person;Erlachstrasse;Erlach;;;;;Person
60773;10217992;Bouleaux;Bouleaux;;Bouleaux;bouleau;;Rue des Bouleaux;Boule;;;;;;;;;;;;;;;;Lebewesen;Q25243;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Betula%20pendula%20001.jpg;;Lebewesen;Rue des Bouleaux;Bouleaux;;;;;Lebewesen
60848;10240723;Tulpen;tulpen;;Tulpen;tulpen;;Tulpenweg;Tulpe;;;;;;;;;;;;;;;;Lebewesen;Q93201;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Tulipa%20suaveolens%20floriade%20to%20Canberra.jpg;;Lebewesen;Tulpenweg;Tulpen;;;;;Lebewesen
60871;10182882;Eggimann;Eggimann;;Eggimann;eggimann;;Eggimannstrasse;;;;;;;;;;;;;;;;;Andere;Q106642108;Q5;1843-01-01T00:00:00Z;kein;male;Person;Eggimannstrasse;Eggimann;;;;;Person
60908;10089217;Nelken;Nelke;;Nelken;Nelken;;Nelkenweg;Nelke;;;;;;;;;;;;;;;;Lebewesen;Q156099;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Dianthus%20plumarius0.jpg;;Lebewesen;Nelkenweg;Nelken;;;;;Lebewesen
60932;10057892;Büren;Büren;;Büren;Büren;LOC;Bürenstrasse;;Büren;;;;;;;;;;;;;;;Ortschaft;Q14548776;Q8436;9999;kein;;Person;Bürenstrasse;Büren;;;;;Person
61048;10086614;Tour;Tour;;Tour;tour;;Rue de la Tour;;Tour;;;;^tour;;;;;;;;;;;Siedlung;Q16010656;Q12518;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Lausanne%20tour%20de%20l%27Ale.JPG;;Siedlung;Rue de la Tour;Tour;;;;;Siedlung
61067;10120579;Flieder;Flieder;;Flieder;Flieder;;Fliederweg;Flieder;;;;;;;;;;;;;;;;Lebewesen;Q157449;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Stockholm-lilac.jpg;;Lebewesen;Fliederweg;Flieder;;;;;Lebewesen
61077;10123166;Bubenberg;Bubenberg;;Bubenberg;Bubenberg;PER;Bubenbergstrasse;;;;;berg$;;;;;;;;;;;;Berg;Q124405;Q5;1434-01-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/BubenbergDenkmal%208406.jpg;male;Person;Bubenbergstrasse;Bubenberg;;;;;Person
61089;10151065;Dunant;Dunant;;Dunant;duner;;Dunantstrasse;;;;;;;;;;;;;;;;;Andere;Q12091;Q5;1828-05-08T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Dunant-young.jpg;male;Person;Dunantstrasse;Dunant;;;;;Person
61104;10114005;Erlach;Erlach;;Erlach;Erlach;;Erlachstrasse;;Erlach;;;;;;;;;;;;;;;Ortschaft;Q123886;Q5;1299-01-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Erlach-Denkmal.JPG;male;Person;Erlachstrasse;Erlach;;;;;Person
61166;10065656;Tulpen;tulpen;;Tulpen;tulpen;;Tulpenweg;Tulpe;;;;;;;;;;;;;;;;Lebewesen;Q93201;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Tulipa%20suaveolens%20floriade%20to%20Canberra.jpg;;Lebewesen;Tulpenweg;Tulpen;;;;;Lebewesen
61175;10029354;Pestalozzi;Pestalozzi;;Pestalozzi;Pestalozzi;;Pestalozzistrasse;;;;;;;;;;;;;;;;;Andere;Q105428;Q5;1746-01-12T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Johann%20Heinrich%20Pestalozzi%20%28Real%20Academia%20de%20Bellas%20Artes%20de%20San%20Fernando%2C%20Madrid%29.jpg;male;Person;Pestalozzistrasse;Pestalozzi;;;;;Person
61243;10007931;Sager;Sager;;Sager;Sager;;Sagerstrasse;;Sage;;;;;;;;;;;;;;;Ortschaft;Q15430386;Q5;1547-11-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Die%20Schultheissenbilder%20der%20Berner%20Stadtbibliothek%2C%20Nr.%2014.jpg;male;Person;Sagerstrasse;Sager;;;;;Person
61250;10039990;Amsel;Amsel;;Amsel;Amsel;;Amselweg;Amsel;;;;;;;;;;;;;;;;Lebewesen;Q25234;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Amselm%C3%A4nnchen%20der%20Unterart%20T.%20m.%20azorensis%20auf%20Terceira.jpg;;Lebewesen;Amselweg;Amsel;;;;;Lebewesen
61262;10140044;General Wille;Wille;;General Wille;Wille;ORG;General-Wille-Strasse;;;General;;;;;;;;;;;;;;Beruf;Q116124;Q5;1848-04-05T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Ferdinand%20Hodler%20-%20General%20Ulrich%20Wille%20%28Kunstmuseum%20Bern%29.jpg;male;Person;General-Wille-Strasse;General Wille;;;;;Person
61326;10040041;Rosen;Rose;;Rosen;Rosen;;Rosenweg;Rose;;;;;;;;;;;;;;;;Lebewesen;Q34687;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Rosa%20pendulina.jpg;;Lebewesen;Rosenweg;Rosen;;;;;Lebewesen
61329;10008319;Lerber;Lerber;;Lerber;Lerber;;Lerberstrasse;;;;;;;;;;;;;;;;;Andere;Q55854765;Q5;1823-01-01T00:00:00Z;kein;male;Person;Lerberstrasse;Lerber;;;;;Person
61337;10067744;Lilien;Lilie;;Lilien;Lilien;;Lilienweg;Lilie;;;;;;;;;;;;;;;;Lebewesen;Q5194627;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Lilium%20michiganense%202.jpg;;Lebewesen;Lilienweg;Lilien;;;;;Lebewesen
61355;10008274;Trachsel;Trachsel;;Trachsel;Trachsel;;Trachselweg;;;;;;;;;;;;;;;;;Andere;Q106595771;Q5;1885-01-01T00:00:00Z;kein;male;Person;Trachselweg;Trachsel;;;;;Person
61367;10183672;Alpen;Alpen;LOC;Alpen;Alpen;;Alpenstrasse;;;;;alpen;;;;;;;;;;;;Berg;Q1286;Q46831;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Mont%20Blanc%20oct%202004.JPG;;Berg;Alpenstrasse;Alpen;;;;;Berg
61395;10009164;Rosen;Rose;;Rosen;Rosen;;Rosenweg;Rose;;;;;;;;;;;;;;;;Lebewesen;Q34687;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Rosa%20pendulina.jpg;;Lebewesen;Rosenweg;Rosen;;;;;Lebewesen
61396;10131364;Sinner;sinner;;Sinner;Sinner;;Sinnerstrasse;;;;;;;;;;;;;;;;;Andere;Q2289463;Q8436;9999;kein;;Person;Sinnerstrasse;Sinner;;;;;Person
61397;10220591;Tumarkin;Tumarkin;;Tumarkin;tumarkin;;Tumarkinweg;;;;;;;;;;;;;;;;;Andere;Q124439;Q5;1875-02-16T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/%D7%90%D7%A0%D7%94%20%D7%98%D7%95%D7%9E%D7%A8%D7%A7%D7%99%D7%9F.jpg;female;Person;Tumarkinweg;Tumarkin;;;;;Person
61450;10139499;Fellenberg;Fellenberg;;Fellenberg;fellenberg;;Fellenbergstrasse;;;;;berg$;;;;;;;;;;;;Berg;Q116116;Q5;1771-06-27T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/PhilippEmanuel%20vonFellenberg.jpg;male;Person;Fellenbergstrasse;Fellenberg;;;;;Person
61456;10083730;Stettler;Stettler;;Stettler;Stettler;;Stettlerstrasse;;;;;;;;;;;;;;;;;Andere;Q2346347;Q8436;9999;kein;;Person;Stettlerstrasse;Stettler;;;;;Person
61468;10197126;Nelken;Nelke;;Nelken;Nelken;;Nelkenweg;Nelke;;;;;;;;;;;;;;;;Lebewesen;Q156099;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Dianthus%20plumarius0.jpg;;Lebewesen;Nelkenweg;Nelken;;;;;Lebewesen
61486;10194759;Beyeler;Beyeler;;Beyeler;Beyeler;PER;Beyelerweg;;;;;;;;;;;;;;;;;Person;Q32171975;Q5;1894-01-01T00:00:00Z;kein;male;Person;Beyelerweg;Beyeler;;;;;Person
61560;10006808;Cyro;Cyro;;Cyro;Cyro;;Cyrostrasse;;;;;;;;;;;;;;;;;Andere;Q75182013;Q5;1450-01-01T00:00:00Z;kein;male;Person;Cyrostrasse;Cyro;;;;;Person
61562;10007828;Amsel;Amsel;;Amsel;Amsel;;Amselweg;Amsel;;;;;;;;;;;;;;;;Lebewesen;Q25234;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Amselm%C3%A4nnchen%20der%20Unterart%20T.%20m.%20azorensis%20auf%20Terceira.jpg;;Lebewesen;Amselweg;Amsel;;;;;Lebewesen
61593;10089404;Tavel;Tavel;;Tavel;tavel;;Tavelweg;;;;;;;;;;;;;;;;;Andere;Q124667;Q5;1866-12-21T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Tavel.jpg;male;Person;Tavelweg;Tavel;;;;;Person
61610;10115444;Rosen;Rose;;Rosen;Rosen;;Rosenweg;Rose;;;;;;;;;;;;;;;;Lebewesen;Q34687;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Rosa%20pendulina.jpg;;Lebewesen;Rosenweg;Rosen;;;;;Lebewesen
61635;10013582;Rosen;Rose;;Rosen;Rosen;;Rosenweg;Rose;;;;;;;;;;;;;;;;Lebewesen;Q34687;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Rosa%20pendulina.jpg;;Lebewesen;Rosenweg;Rosen;;;;;Lebewesen
61653;10182599;Bondeli;Bondeli;;Bondeli;bondeli;;Bondelistrasse;;;;;;;;;;;;;;;;;Andere;Q116773;Q5;1732-01-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/JulieBondeli.jpg;female;Person;Bondelistrasse;Bondeli;;;;;Person
61693;10050894;Susten;Sust;;Susten;Susten;;Sustenstrasse;;Susten;;;Susten;;;;;;;;;;;;Berg;Q666086;Q133056;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Am%20Sustenpass.jpg;;Berg;Sustenstrasse;Susten;;;;;Berg
61718;10046160;Luternau;Luternau;;Luternau;Luternau;;Luternauweg;;;;;;;;;;;;;;;;;Andere;Q1551898;Q13417114;9999;kein;;Person;Luternauweg;Luternau;;;;;Person
61738;10177976;Industrie;Industrie;;Industrie;Industrie;;Rue de l'Industrie;;;;;;industrie;;;;;;;;;;;Siedlung;Q8148;Q3958441;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Dormagen%20industry.JPG;;Andere;Rue de l'Industrie;Industrie;;;;;Andere
61799;10007919;Hofmeister;Hofmeister;;Hofmeister;hofmeister;PER;Hofmeisterstrasse;;;;;;;;;http://www.wikidata.org/entity/Q102286483;Hofmeister;männlich;;;;;;Person;Q87740722;Q5;1373-01-01T00:00:00Z;kein;male;Person;Hofmeisterstrasse;Hofmeister;;;;;Person
61824;10139495;Aberli;Aberli;;Aberli;Aberli;;Aberlistrasse;;;;;;;;;;;;;;;;;Andere;Q124154;Q5;1723-11-14T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Handmann%20Johann%20Ludwig%20Aberli.jpg;male;Person;Aberlistrasse;Aberli;;;;;Person
61852;10175941;Stauffacher;Stauffacher;;Stauffacher;Stauffacher;;Stauffacherstrasse;;;;;;;;;;;;;;;;;Andere;Q94755308;Q5;9999;kein;male;Person;Stauffacherstrasse;Stauffacher;;;;;Person
61853;10123086;Alpen;Alpen;LOC;Alpen;Alpen;;Alpenstrasse;;;;;alpen;;;;;;;;;;;;Berg;Q1286;Q46831;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Mont%20Blanc%20oct%202004.JPG;;Berg;Alpenstrasse;Alpen;;;;;Berg
61919;10113466;Buri;Buri;;Buri;Buri;PER;Buristrasse;;;;;;;;;;;;;;;;;Person;Q177330;Q5;1868-07-24T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Max%20Buri%20in%20seinem%20Atelier%20in%20Brienz%2C%201907.jpg;male;Person;Buristrasse;Buri;;;;;Person
61933;10008999;Susten;Sust;;Susten;Susten;;Sustenstrasse;;Susten;;;Susten;;;;;;;;;;;;Berg;Q666086;Q133056;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Am%20Sustenpass.jpg;;Berg;Sustenstrasse;Susten;;;;;Berg
61935;10009310;Pestalozzi;Pestalozzi;;Pestalozzi;Pestalozzi;;Pestalozzistrasse;;;;;;;;;;;;;;;;;Andere;Q105428;Q5;1746-01-12T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Johann%20Heinrich%20Pestalozzi%20%28Real%20Academia%20de%20Bellas%20Artes%20de%20San%20Fernando%2C%20Madrid%29.jpg;male;Person;Pestalozzistrasse;Pestalozzi;;;;;Person
61940;10066868;Amsel;Amsel;;Amsel;Amsel;;Amselweg;Amsel;;;;;;;;;;;;;;;;Lebewesen;Q25234;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Amselm%C3%A4nnchen%20der%20Unterart%20T.%20m.%20azorensis%20auf%20Terceira.jpg;;Lebewesen;Amselweg;Amsel;;;;;Lebewesen
61947;10014460;Rosen;Rose;;Rosen;Rosen;;Rosenweg;Rose;;;;;;;;;;;;;;;;Lebewesen;Q34687;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Rosa%20pendulina.jpg;;Lebewesen;Rosenweg;Rosen;;;;;Lebewesen
61970;10005692;Gotthelf;Gotthelf;;Gotthelf;Gotthelf;;Gotthelfweg;;;;;;;;;;;;;;;;;Andere;Q122358;Q5;1797-10-04T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/JeremiasGotthelf.jpg;male;Person;Gotthelfweg;Gotthelf;;;;;Person
61992;10008344;Susten;Sust;;Susten;Susten;;Sustenweg;;Susten;;;Susten;;;;;;;;;;;;Berg;Q666086;Q133056;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Am%20Sustenpass.jpg;;Berg;Sustenweg;Susten;;;;;Berg
62018;10124846;Gotthelf;Gotthelf;;Gotthelf;Gotthelf;;Gotthelfstrasse;;;;;;;;;;;;;;;;;Andere;Q122358;Q5;1797-10-04T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/JeremiasGotthelf.jpg;male;Person;Gotthelfstrasse;Gotthelf;;;;;Person
62048;10086388;Alpen;Alpen;LOC;Alpen;Alpen;;Alpenstrasse;;;;;alpen;;;;;;;;;;;;Berg;Q1286;Q46831;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Mont%20Blanc%20oct%202004.JPG;;Berg;Alpenstrasse;Alpen;;;;;Berg
62055;10084892;Rosen;Rose;;Rosen;Rosen;;Rosenweg;Rose;;;;;;;;;;;;;;;;Lebewesen;Q34687;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Rosa%20pendulina.jpg;;Lebewesen;Rosenweg;Rosen;;;;;Lebewesen
62066;10006219;Herzog;Herzog;;Herzog;Herzog;;Herzogstrasse;;;;;;;;;http://www.wikidata.org/entity/Q17322261;Herzog;männlich;2000-01-01T00:00:00Z;;;;;Person;Q115838;Q5;1819-10-28T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/General%20Hans%20Herzog.jpg;male;Person;Herzogstrasse;Herzog;;;;;Person
62078;10012036;Flieder;Flieder;;Flieder;Flieder;;Fliederweg;Flieder;;;;;;;;;;;;;;;;Lebewesen;Q157449;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Stockholm-lilac.jpg;;Lebewesen;Fliederweg;Flieder;;;;;Lebewesen
62126;10003235;Amsel;Amsel;;Amsel;Amsel;;Amselweg;Amsel;;;;;;;;;;;;;;;;Lebewesen;Q25234;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Amselm%C3%A4nnchen%20der%20Unterart%20T.%20m.%20azorensis%20auf%20Terceira.jpg;;Lebewesen;Amselweg;Amsel;;;;;Lebewesen
62145;10046157;Kasthofer;Kasthofer;;Kasthofer;Kasthofer;;Kasthoferstrasse;;;;;;;;;;;;;;;;;Andere;Q4216917;Q5;1777-10-26T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Karl%20Kasthofer%20%281777-1853%29%20-%20Staatsarchiv%20Bern%20T.B.%20Personen%20349.jpg;male;Person;Kasthoferstrasse;Kasthofer;;;;;Person
62181;10183674;Rosen;Rose;;Rosen;Rosen;;Rosenweg;Rose;;;;;;;;;;;;;;;;Lebewesen;Q34687;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Rosa%20pendulina.jpg;;Lebewesen;Rosenweg;Rosen;;;;;Lebewesen
