id;str_nr;str_name;str_st_bezeichnung;str_von;str_bis;str_kreis;str_planquadrat;str_vb;str_up_kanton;snb_str_nr_ref;snb_erlaeuterung;snb_tafeltext_1;snb_tafeltext_2;objectid
1294;1246;Lessingstrasse;gültig;Bederstrasse 123;Brunaustrasse 87;2;M 15/16;EN;2507;1246;Gotthold Ephraim Lessing (1729-1781): Deutscher Dramatiker und Literaturkritiker. Um 1892 angelegte Strasse an der Sihl, wo noch in der zweiten Hälfte des 19. Jahrhunderts das sogenannte Lessing-Wäldli lag. Den Namen hatte das malerische Wäldchen durch den Volksmund erhalten, nachdem hier 1835 der preussische Student Ludwig Lessing ermordet worden war, vermutlich durch Angehörige der Geheimgesellschaft des Jungen Deutschland, weil Lessing ein preussischer Spitzel gewesen sein soll. Im Jahr 1955 erfolgte die amtliche Umdeutung des Strassennamens auf den Namensvettern des Studenten, den berühmten Aufklärer und Literaten Gotthold Ephraim Lessing, weil die Erinnerung an den aufsehenerregenden Mordfall und das einstige Lessing-Wäldli in der Bevölkerung inzwischen verblasst war und vielleicht auch, weil die Benennung nach dem Autor von «Nathan der Weise» angemessener erschien als jene nach einem preussischen Spitzel des 19. Jahrhunderts.;"Gotthold Ephraim Lessing (1729-1781)
Deutscher Dramatiker und Literaturkritiker";;7263
2368;1247;Lettenfussweg;gültig;Wasserwerkstrasse 141;Imfeldstrasse 95;10;M 11;WP;2307;1247;Fussweg in der Nähe der Lettenstrasse. «Letten» ist gleichbedeutend mit Lehm und bezeichnet vielerorts als Flurname einen lehmigen, schweren Boden.;;;8328
2069;1248;Lettenholzstrasse;gültig;Albisstrasse 92;Frohalp- /Entlisbergstrasse;2;M 18;WO;2607;1248;Strasse von Wollishofen nach der Leimgrube, einem Wäldchen, wo wahrscheinlich Lehm abgebaut wurde. «Letten» ist gleichbedeutend mit Lehm und bezeichnet vielerorts als Flurname einen lehmigen, schweren Boden.;;;8033
764;1249;Lettensteg;gültig;Sihlquai;Röhrenweg;5+10;N 11;IQ/WP;2307;1249;Der Lettensteg ist eine leichte Eisenkonstruktion für Fussgänger und wurde 1877 im Zusammenhang mit dem Bau des Wasserwerkes im Letten von der Firma Gubser & Cie. in Wyl ausgeführt. «Letten» ist gleichbedeutend mit Lehm und bezeichnet vielerorts als Flurname einen lehmigen, schweren Boden.;;;6717
841;1250;Lettenstrasse;gültig;Imfeldstrasse 60;Nordstrasse 147;10;M/N 11;WP;2307;1250;Strasse in der alten Ortsgegend «Lätten» in Wipkingen, an der Limmat und an der alten Strasse nach Zürich gelegen. «Letten» ist gleichbedeutend mit Lehm und bezeichnet vielerorts als Flurname einen lehmigen, schweren Boden.;;;6797
456;2289;Lettenviadukt;gültig;Wasserwerkstrasse 119;Geroldstrasse;5+10;L 11-M 12;IQ/WP;2307;2289;Bahnviadukt für die Verbindung der rechtsufrigen Zürichseebahn Zürich-Rapperswil aus dem Hauptbahnhof Zürich zum Lettentunnel nach dem Bahnhof Stadelhofen. Mit der Eröffnung der S-Bahnverbindung vom Hauptbahnhof durch den Hirschengrabentunnel nach dem Bahnhof Stadelhofen wurde der Viadukt 1990 still gelegt. Der Lettenviadukt dient heute als Fuss- und Radweg. «Letten» ist gleichbedeutend mit Lehm und bezeichnet vielerorts als Flurname einen lehmigen, schweren Boden.;;;6413
1477;2539;Letzibachweg;gültig;Hohlstrasse 541;Hohlstrasse 471;9;J 11;AL;2306;2539;Der Letzibach speist sich aus fünf Bächen im Uetliberg, die alle in den so genannten Läufebach einmünden und der etwa bei der Werdinsel in die Limmat fliesst. Da dieser Läufebach im Mittelalter in den als äusserer Verteidigungsgraben der Stadt Zürich dienenden Letzigraben im Sihlfeld (Ersterwähnung 1352) eingeleitet wurde, ist er auch Letzibach genannt worden. Dieser Letzibach ist für die Namensgebung in seiner Umgebung prägend geworden wie im vorliegenden Fall für die Überbauung Letzibach zwischen Hohlstrasse und dem Gleisfeld der SBB.;;;7435
712;1251;Letzigraben;gültig;Badenerstrasse 501;In der Ey 85;3+9;J/K 12;AR/AL/AU;2306+2406;1251;Eine «Letzi», kurz für Letzigraben, war sowohl ein militärischer Schutzwall mit Wassergraben, als auch eine Abgrenzung im Weideland. Der 1352 erwähnte, bis zum Hardturm reichende Letzigraben bildete die Grenze der Allmend der Stadt und derjenigen von Altstetten.;;;6664
1102;1252;Letzistrasse;gültig;Winterthurerstrasse 86;Frohburgstrasse 106;6;O 11;OB/SW;2208+2308;1252;Eine «Letzi», kurz für Letzigraben, war sowohl ein militärischer Schutzwall mit Wassergraben, als auch eine Abgrenzung im Weideland. Die Letzistrasse erinnert an den inneren alten, 1333/34 erstmals erwähnten Letzigraben, der entlang des Walters- oder Kreuzbachs an die Limmat bis zum Drahtschmidli verlief, und den äusseren neuen, wohl um die Mitte des 14. Jahrhunderts entstandenen Letzigraben an der Spanweid mit dem vermutlich im Alten Zürichkrieg zerstören Krattenturm als Endpunkt.;;;7061
2045;1253;Letziweg;gültig;Krattenturmstrasse 1;Streitholzstrasse /Klosterholzweg;6+12;O 10-Q 11;OB/SW;2208+2308+2309;1253;Eine «Letzi», kurz für Letzigraben, war sowohl ein militärischer Schutzwall mit Wassergraben, als auch eine Abgrenzung im Weideland. Der Letziweg erinnert an den inneren alten, 1333/34 erstmals erwähnten Letzigraben, der entlang des Walters- oder Kreuzbachs an die Limmat bis zum Drahtschmidli verlief, und den äusseren neuen, wohl um die Mitte des 14. Jahrhunderts entstandenen Letzigraben an der Spanweid mit dem vermutlich im Alten Zürichkrieg zerstören Krattenturm als Endpunkt.;;;8005
643;1254;Leuengasse;gültig;Marktgasse 18;Spiegelgasse 18;1;O 13;AA;2408;1254;Benannt nach dem schon im Jahr 1298 erwähnten Haus zum Roten Leu, das 1937/38 im Rahmen der Altstadtsanierung zusammen mit den Nachbarhäusern abgerissen und nicht wieder aufgebaut wurde. Löwen waren beliebte Hauszeichen und Hausnamen. Der Rote Löwe war im ausgehenden 13. Jahrhundert vielleicht eine Reverenz auf das Wappen der Habsburger. Die Gasse hiess 1291 und später Salzgasse, weil hier im Mittelalter mit Salz gehandelt wurde. Der Name Leuengasse tritt ab 1589 in Erscheinung.;;;6598
2232;1255;Leutholdstrasse;gültig;Hönggerstrasse 45;Kyburgstrasse;10;M 10/11;WP;2207;1255;Heinrich Leuthold (1827-1879): Schweizer Dichter, Übersetzer und Journalist. Rechtsstudium in Zürich, Bern und Basel, wo Leuthold auch Schüler von Wilhelm Wackernagel und Jacob Burckhardt war. Nach einem psychischen Zusammenbruch 1876 kam Heinrich Leuthold in die Heilanstalt Burghölzli. Reim- und formgewandt schuf er in der Nachfolge Friedrich Hölderlins, August von Platens und Nikolaus Lenaus lyrische Werke, aber auch schlichtere, u. a. von Othmar Schoeck vertonte Gedichte, die lange in Anthologien und Lesebüchern präsent blieben.;;;8187
127;1256;Leutschenbachstrasse;gültig;Andreasstrasse 65;Grenze Opfikon;11;O/P 7;SE;2008+2108;1256;Gewässername Lötschenbach (1450), später Leutschenbach. Der mittlerweile eingedolte Leutschenbach entsprang gemäss der Wildkarte von 1850 in der ehemaligen Spitalwaldung oberhalb des Strickhofs, führte über Oerlikon und mündete schliesslich mit dem Mühlebach und dem Chatzenbach vereinigt in die Glatt. Im Gebiet Riedgraben-Glattwiesen bildete er die Grenze zu Schwamendingen und Oerlikon. Als Namensbestandteil von Fliessgewässern bedeutet «Leutschen» oder «Läutschen» vermutlich gemächlich dahinfliessen.;;;6088
843;1257;Libellenweg;gültig;Meientalstrasse 71;südl. Sackgasse;9;G 11/12;AL;2305;1257;Tiername, Insektenart.;;;6799
968;2338;Lichtstrasse;gültig;Hardstrasse;Zahnradstrasse;5;L 11;IQ;2307;2338;Der Name der Strasse steht im Zusammenhang mit dem ehemaligen Petroleummagazin, das seinen Standort an der heutigen Adresse Geroldstrasse 31 und 35 hatte. Petroleumlampen waren im 19. Jahrhundert noch weit verbreitet und sind erst später durch elektrische Lampen ersetzt worden. Die Lichtstrasse war die Verbindung zwischen dem Petroleummagazin und der Hardstrasse. Sie wurde 1970 durch die Verlängerung der Hardstrasse bis an die Bahngeleise aufgehoben. 2003 ist der Name für eine Strasse auf dem Maagareal wieder aufgenommen worden.;;;6934
1714;1258;Liebensteinstrasse;gültig;Ginsterstrasse 53;Fellenbergstrasse 286;9;J 13;AR;2406;1258;Eine seit dem 15. Jahrhundert in Albisrieden nachgewiesene, mittlerweile ausgestorbene Familie, ursprünglich Lybenstal.;;;7672
489;1259;Liebiseggweg;gültig;Polen- /Schwendenholzweg;Polenweg;9;G/H 15;AR;2505;1259;Flurname «Liebegg» im Albisrieder Wald, wo u. a. auch «Liebenseckhau» oder «Lübisegghau» belegt sind. «Egg» bezieht sich auf eine Bergrippe, Lieb wohl auf einen Eigennamen.;;;6446
772;1260;Liebwiesweg;gültig;Frauenbrünnelistrasse;Letziweg;7;Q 11;FL;2208+2308+2309;1260;Flurname «Liebwies», vielleicht nach einem ehemaligen Grundbesitzer Lieb benannt.;;;6723
1012;1261;Ligusterstrasse;gültig;Allenmoosstrasse 112;Venusstrasse;11;N/O 9;OE;2107+2108;1261;Strauchname.;;;6966
2233;1262;Lilienstrasse;gültig;Asylstrasse 98;Fichtenstrasse 2;7;P 14;HO;2408;1262;Strasse auf dem bevorzugt gelegenen Sonnenberg in Hottingen. Mehrere Strassen des ab 1870 entstandenen Quartiers wurden, dem Geschmack der Zeit entsprechend und dem Gartenschmuck der neuen Häuser gemäss, nach Pflanzen benannt wie die Dahlien-, die Veilchen-, die Myrten- oder die Lilienstrasse.;;;8213
1234;1263;Limmatplatz;gültig;Langstrasse;Limmatstrasse;5;M/N 12;IQ;2307;1263;Um 1880 angelegter repräsentativer Platz, Kreuzungspunkt der namensgebenden Limmatstrasse als einer baumbesetzten Allee und der Langstrasse. Erste Bauten am Limmatplatz entstanden ab 1881. Prägend wurde die Bebauung und die Umgestaltung im Zusammenhang mit dem Bau der Kornhausbrücke 1928-1929. Der Flussname Limmat geht wohl auf die Kelten zurück und könnte etwa Ebene am Wasser, sumpfige Ebene, Seefeld bedeuten.;;;7197
328;1264;Limmatquai;gültig;Bellevueplatz;Central;1;O 13/14;AA;2407+2408;1264;Zwischen 1823 und 1859 angelegte repräsentative Quaistrasse der Altstadt zwischen Central und Bellevue, rechtsseitig der Limmat entlang, verbreitert 1866, 1890/91 und 1950. Die Teilstücke oberhalb des Rathauses hiessen zunächst Rathausquai und Sonnenquai, seit 1933 lautet der Name durchgängig Limmatquai. Der Flussname Limmat geht wohl auf die Kelten zurück und könnte etwa Ebene am Wasser, sumpfige Ebene, Seefeld bedeuten.;;;6280
1089;1265;Limmatstrasse;gültig;Sihlquai;Escher-Wyss-Platz;5;M 11-N 12;IQ;2307;1265;Hauptstrasse im Industriequartier, das ab 1870 mit der Limmatstrasse als einer repräsentativen, baumbesetzten Allee, die zum Limmatplatz führt, angelegt wurde . Namensgebend war die nahe Limmat, zwischen der und den Eisenbahnlinien das Industriequartier liegt. Der Flussname Limmat geht wohl auf die Kelten zurück und könnte etwa Ebene am Wasser, sumpfige Ebene, Seefeld bedeuten.;;;7048
319;1266;Limmattalstrasse;gültig;Hönggerstrasse 148;Grenze Oberengstringen;10;G 9-L 10;HG;2105+2205+2206+2207;1266;Rechtsufrige Landstrasse ins Limmattal. Der Flussname Limmat geht wohl auf die Kelten zurück und könnte etwa Ebene am Wasser, sumpfige Ebene, Seefeld bedeuten.;;;6270
821;1267;Lindenbachstrasse;gültig;Stampfenbachstrasse 151;Kornhaus- /Weizenstrasse;6;N 11;UN;2307;1267;Der mittlerweile eingedolte Lindenbach bildete früher die Grenze zwischen Unterstrass und Wipkingen.;;;6776
268;1268;Lindenhof;gültig;Pfalzgasse;Fortunagasse;1;N 13;AA;2407;1268;Der erhöhte Platz über der Limmat, noch lange schlicht nur der Hof genannt, wurde bereits im 16. Jahrhundert mit Linden bepflanzt. Hier fanden sich die ersten Siedlungsreste aus keltischer und römischer Zeit und es sind Spuren eines spätrömischen Kastells und einer mittelalterlichen Pfalz zu besichtigen.;;;6240
270;1269;Lindenhofstrasse;gültig;Fortunagasse;Werdmühle- /Uraniastrasse;1;N 13;AA;2407;1269;Namensgebend war der Lindenhof, zu dem die Gasse oder Strasse hinführt. Weil der Lindenhof, der bereits im 16. Jahrhundert mit Linden bepflanzte erhöhte Platz über dem linken Limmatufer, noch lange schlicht nur der Hof genannt wurde, trug auch die Lindenhofgasse noch bis um 1865 den Namen Hinter dem Hof. Danach hiess die Gasse Lindengasse, seit 1881 Lindenhofstrasse.;;;6222
1190;1270;Lindenplatz;gültig;Altstetterstrasse 150;Badenerstrasse 681;9;H 11;AL;2305+2306;1270;Baumname, verweist auf die Bepflanzung dieses Platzes in Zürich-Altstetten.;;;7152
947;1271;Lindenstrasse;gültig;Seefeldquai;Seefeldstrasse 124;8;O/P 15;RI;2508;1271;Anlage der Strasse gemäss Gemeindratsbeschluss Riesbach von 1870 als eine 5.4 Meter breite und mit grosszügigen Trottoirs versehene Allee, für deren Besetzung Lindenbäume ausgewählt wurden.;;;6904
1806;1272;Lindenweg;gültig;Im Rehsprung /Wolfgrimweg;Im Rehsprung /Dachsschleife;10;M 9;WP;2207;1272;Baumname.;;;7759
10;1273;Lindenzelgweg;gültig;Zürichbergstrasse;Zürichbergstrasse;7;R 11/12;HO;2309;1273;Baumname. Der Name verweist vielleicht auf ein ehemals bei einer Linde gelegenes Flurstück, Feld (Zelge).;;;5977
1952;1275;Lintheschergasse;gültig;Uraniastrasse 6;Bahnhofplatz 7;1;N 13;AA;2407;1275;"Hans Conrad Escher von der Linth (1767-1823): Liberaler Politiker, Wasserbaupionier und Leiter der Linthkorrektion.
Die Strasse entstand im Zusammenhang mit der Neuanlage des Bahnhofquartiers in den 1860er Jahren. Benannt wurde sie nach Hans Conrad Escher, der während der revolutionären Periode der Helvetik 1798-1803 hohe politische Ämter bekleidete und dessen Lebenswerk in den Jahren 1807-1822 die Korrektion der Linth war. Durch die Korrektion wurde das zuvor versumpfte Gebiet zwischen Walensee und Zürichsee zu Kulturland. Die Tagsatzung verlieh ihm deshalb 1823 postum den Ehrentitel «von der Linth».";;;7908
1616;1276;Linthescherhof;gültig;Lintheschergasse 13;Löwenstrasse 54;1;N 13;AA;2407;1276;Der Linthescherhof ist benannt nach Hans Conrad Escher von der Linth (1767-1823): Liberaler Politiker, Wasserbaupionier und Leiter der Linthkorrektion. Der Hof liegt zwsichen der Lintheschergasse 13-19, der Löwenstrasse und der Schützen- und Schweizergasse. Hans Conrad Escher bekleidete während der revolutionären Periode der Helvetik 1798-1803 hohe politische Ämter. Die Krönung seines Lebenswerks bestand in der Korrektion der Linth in den Jahren 1807-1822. Durch diese Korrektion wurde das zuvor versumpfte Gebiet zwischen Walensee und Zürichsee zu Kulturland. Die Tagsatzung verlieh ihm deshalb 1823 postum den Ehrentitel «von der Linth».;;;7582
1813;1277;Lochbrunnenweg;gültig;Loorenstrasse 6;Berghaldenstrasse 91;7;T 15;WI;2509;1277;Sod-, Ziehbrunnen, Quelle aus einer Bodensenkung.;;;7766
1700;1278;Lochenweg;gültig;Entlisbergweg;Dangelweg;2;M 19;WO;2707;1278;Flurname «Im Lochen», was auf lichtes Gehölz hinweist.;;;7658
2231;2466;Locher-Oeri-Platz;projektiert;Allmend- /Haspelstrasse;Maneggstrasse;2;L 18;WO;2607;2466;Johann Jakob Locher-Oeri (1806-1861): Stadtrat von Zürich, Bauherr 1857-1861, und Gründer des Bauunternehmens Locher. Baumeister beim Bau der Münsterbrücke in Zürich.;;;8186
357;1279;Lochmannstrasse;gültig;Stadthausquai;Fraumünsterstrasse;1;N 14;AA;2407;1279;Bürgerfamilie von Zürich mit zahlreichen militärisch erfolgreichen Offizieren. Die auch wirtschaftlich bedeutenden Lochmann starben bis Anfang des 19. Jahrhunderts in allen ihren Zweigen aus. Sie besassen neben ihren Häusern und Landsitzen das Schloss Elgg im Kanton Zürich.;;;6314
1548;1280;Lommisweg;gültig;Altstetterstrasse 124;Herrligstrasse 21;9;H 11;AL;2306;1280;Die 1443 ausgestorbenen von Lommis waren ein Ministerialengeschlecht der Grafen von Toggenburg, bürgerten sich vor 1400 in Zürich ein und gehörten dem Rat an. Sie besassen Güter in Altstetten.;;;7513
1453;2488;Looächeranlage;gültig;Michael-Maggi-Strasse /Emil-Spillmann-Weg;Cäsar-Ritz-Strasse;11;J 6;AF;2006;2488;«Loo» bedeutet lichtes Gehölz. Der Name der Anlage lehnt sich an einen Flurnamen in unmittelbarer Umgebung an.;;;7468
1799;1281;Loogartenstrasse;gültig;Dachslernstrasse 71;Eugen-Huber-Strasse 151;9;G 11;AL;2305;1281;Flurname «Loogarten» (1560), was vermutlich auf frühere Baumbepflanzung in einer Waldparzelle hinweist. «Loo» bedeutet lichtes Gehölz.;;;7754
688;1282;Loorenbachweg;gültig;Stöckentobelstrasse;Eschenhaustrasse;7;R/S 14;HI;2409;1282;Abgeleitet vom Flurnamen «Looren», d. h. steiniges Gelände entlang des Flusslaufs. Der Looorenbach mündet in den Stöckentobelbach («Elefantenbach»).;;;6642
784;1283;Loorengutweg;gültig;Eschenhaustrasse;Weiherholzstrasse;7;S 14;WI/HI;2409;1283;Benannt nach der im Waldgebiet Looren gelegenen, 1927 erbauten Villa Loorengut, Eschenhaustrasse 39.;;;6739
1138;1284;Loorenhalde;gültig;Loorenstrasse 57;westl. Sackgasse;7;S 14;WI;2409;1284;Abgeleitet vom Flurnamen «Looren», d. h. steiniges Gelände entlang einer Halde.;;;7098
1939;1285;Loorenkopfstrasse;gültig;Adlisbergstrasse;Weiherholzstrasse;7;S 13-T 14;HO;2409;1285;Abgeleitet vom Flurnamen «Looren», d. h. steiniges Gelände bei einer Anhöhe. An dieser mitten im Wald am östlichen Ende des Adlisbergs in Zürich-Hottingen gelegenen Stelle befindet sich der 1954 erbaute Loorenkopfturm (Höhe: 33 m).;;;7896
879;1286;Loorenkopfweg;gültig;Adlisbergstrasse;Katzentischstrasse;7;S/T 13;HO;2409;1286;Abgeleitet vom Flurnamen «Looren», d. h. steiniges Gelände bei einer Anhöhe. An dieser mitten im Wald am östlichen Ende des Adlisbergs in Zürich-Hottingen gelegenen Stelle befindet sich der 1954 erbaute Loorenkopfturm (Höhe: 33 m).;;;6828
2431;1287;Loorenrain;gültig;An der Specki 15;In der Looren 40;7;S 14;WI;2409+2509;1287;Abgeleitet vom Flurnamen «Looren», d. h. steiniges Gelände bei einem Abhang, einem Rain.;;;8391
2263;1288;Loorenrank;gültig;Loorenstrasse 18;nördl. Sackgasse;7;S 15;WI;2509;1288;Abgeleitet vom Flurnamen «Looren», d. h. steiniges Gelände, hier bei einer Strasse mit enger Kurve.;;;8222
325;1289;Loorenstrasse;gültig;Berghaldenstrasse 62;Eschenhaustrasse 34;7;S 14/15;WI;2409+2509;1289;Abgeleitet vom Flurnamen «Looren», d. h. steiniges Gelände.;;;6277
2463;1290;Loorentorweg;gültig;Eschenhaustrasse;Loorengutweg;7;R/S 14;HI;2409;1290;Abgeleitet vom Flurnamen «Looren», d. h. steiniges Gelände. An der in einem Waldstück des Adlisbergs nahe gelegenen Eschenhaustrasse steht ein kleines Tor als Zugang eines umzäunten Grundstücks.;;;8423
2315;2323;Louis-Braille-Strasse;gültig;Grubenstrasse;nördl. Sackgasse;3;L 15;WD;2507;2323;Louis Braille (1809-1852): Erfinder der Braille-Blindenschrift. Die Braille-Schrift des Franzosen ermöglicht blinden Menschen auf der ganzen Welt das Lesen mit Hilfe ihres Tastsinns. Die Louis-Braille-Strasse liegt in unmittelbarer Nähe der Grubenstrasse, an der sich die Schweizerische Bibliothek für Blinde und Sehbehinderte SBS befindet.;;;8276
2476;2472;Louis-Conne-Weg;gültig;Holderbachweg 4 /Schauenbergstrasse 8;nordwestl. Sackgasse;11;K 7;AF;2006+2106;2472;Louis Conne (1905-2004): Bildhauer und Grafiker. Er lebte über 50 Jahre in seinem Atelier-Wohnhaus am Tobelsteig 5 in Zürich-Affoltern. In Sichtweite zu seinem Atelier befindet sich das Schulhaus Holderbach, wo seine aus einem Wettbewerb ausgewählte Brunnenskulptur der «Bremer Stadtmusikanten» steht. Der nach ihm benannte Weg führt zum Schulhaus.;"Louis Conne (1905-2004)
Bildhauer und Grafiker";;8436
596;2511;Louis-Favre-Platz;projektiert;Rangierweg /Zollstrasse;Hafnerstrasse;4+5;N 12;AU/IQ;2307;2511;Louis Favre (1826-1879): Ingenieur und Erbauer des Gotthardtunnels, des damals längsten Eisenbahntunnels der Welt. Favre erbrachte eine technische Meisterleistung mit einer auch heute noch erstaunlichen Präzision. Seit Baubeginn kämpfte Favre mit erheblichen technischen und geologischen Problemen und hatte Auseinandersetzungen mit der finanzierenden Bank und der Baudirektion der Gotthardbahngesellschaft. Der Streik der italienischen Tunnelarbeiter wurde 1875 blutig niedergeschlagen. Er selbst konnte seinen Triumph nicht mehr miterleben, er war bereits einige Monate vorher bei einem Kontrollgang im Tunnel verstorben. Die Verzögerung der vertraglich zugemessenen Bauzeit ruinierte letztlich die Familie Favre finanziell. Der Tunneldurchstich erfolgte am 29. Februar 1880 und am 1. Juni 1882 nahm die Gotthardbahn ihren durchgehenden Betrieb auf.;"Louis-Favre-Platz
Louis Favre (1826-1879)
Schweizer Ingenieur und Tunnelbauer; realisierte den Bau des Gotthardtunnels";;6549
164;1291;Louis-Häfliger-Park;gültig;Paul-Grüninger-Weg /Regina-Kägi-Strasse;Binzmühlestrasse;11;N 8;OE;2107;1291;Louis Häfliger (1904-1993): Retter der Häftlinge des Konzentrationslagers Mauthausen. Im April 1945 fuhr Häfliger als Freiwilliger des Internationalen Komitees vom Roten Kreuz IKRK zur Verteilung von Lebensmittelpaketen ins Konzentrationslager Mauthausen in Oberösterreich. Aufgrund von Informationen vor Ort, wonach das Lager mit den Häftlingen gesprengt werden sollte, holte er amerikanische Truppen, die Mauthausen am 5. Mai befreiten und etwa 60'000 Überlebende retteten. Diese vom IKRK als Eigenmächtigkeit ausgelegte Handlung hatte seine Entlassung als Freiwilliger wie als Bankangestellter zur Folge. 1946 übersiedelte er nach Wien, wo er zeitweise unter schwierigen Bedingungen lebte. Erst spät wurde Häfliger rehabilitiert und verschiedentlich als «Retter von Mauthausen» geehrt. Louis Häfliger, der zwischen 1934 und 1945 in Zürich-Oerlikon wohnte, war Bürger von Zürich und Reitnau AG und ab 1955 österreichischer Staatsbürger.;"Louis Häfliger (1904-1993)
Befreier der KZ Mauthausen";;6126
